algorithm,seed,episode,cumulative_reward,cumulative_profit,min_fish_stock,collapse_flag,time_to_collapse,final_ships,final_fish_population,decision_windows
epsilon_greedy,0,13,94.4744140773989,5974.179437960428,128.0561653727147,0,,1.2410106180569101e-05,743.5494827004604,30
ucb1,0,13,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,13,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,13,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,14,94.46195594917066,5974.914967640909,128.0561653727147,0,,1.0045016482444412e-05,743.4225395351448,30
ucb1,0,14,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,14,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,14,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,15,94.47012287957669,5974.368872153769,128.0561653727147,0,,1.0036671280286938e-05,743.5097241036686,30
ucb1,0,15,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,15,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,15,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,16,90.91316166616666,5420.514532576052,123.0459796651768,0,,5.26146034864703e-06,715.5992648131045,30
ucb1,0,16,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,16,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,16,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,17,94.46204403525573,5974.891024855138,128.0561653727147,0,,6.884019681731802e-06,743.4259552947794,30
ucb1,0,17,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,17,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,17,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,18,94.46279188014874,5974.86419279041,128.0561653727147,0,,1.3147780186725098e-05,743.4303613686144,30
ucb1,0,18,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,18,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,18,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,19,109.81470329738335,6543.617313627627,154.63392859709484,0,,0.00020131654214904673,851.5527293994477,30
ucb1,0,19,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,19,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,19,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,20,94.46200748127835,5974.912985348251,128.0561653727147,0,,1.0461339380078125e-05,743.4233699131494,30
ucb1,0,20,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,20,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,20,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,21,98.56518234890328,6128.720315036563,134.78482739245385,0,,2.271457798681031e-05,776.0568291886761,30
ucb1,0,21,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,21,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,21,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,22,-185.5870609125869,4616.448756368426,113.41812305960545,1,39,2.312229248182032e-06,679.9532856661901,30
ucb1,0,22,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,22,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,22,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,23,94.46252016978012,5974.903345065848,128.0561653727147,0,,1.819339100343582e-05,743.425362715122,30
ucb1,0,23,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,23,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,23,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,24,98.70496990070299,5835.740932655363,136.0088498020031,0,,2.663561068547088e-05,780.2468282701855,30
ucb1,0,24,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,24,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,24,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,25,-155.56735533607397,4510.2335359537265,114.42286083241892,1,40,1.8731943378969878e-06,683.8973568100917,30
ucb1,0,25,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,25,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,25,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,26,94.46194383713035,5974.933530362957,128.0561653727147,0,,1.2693230725443715e-05,743.4207432186206,30
ucb1,0,26,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,26,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,26,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,27,94.46196975279912,5974.908412478013,128.0561653727147,0,,8.955034517307027e-06,743.4234877726301,30
ucb1,0,27,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,27,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,27,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,28,94.46197883189505,5974.9083994325665,128.0561653727147,0,,8.961535658726111e-06,743.4234843823075,30
ucb1,0,28,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,28,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,28,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,0,29,94.46196180675992,5974.934455771347,128.0561653727147,0,,1.336279789763714e-05,743.4207871559237,30
ucb1,0,29,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
softmax,0,29,-1126.684981223025,3380.204429702363,64.70802322165552,1,25,2.064925021614682e-09,397.78267011357514,30
pac_successive_elimination,0,29,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,0,-174.3776708015841,5035.9064545797,112.19047291355115,1,41,2.154008187742465e-07,671.9215526503559,30
ucb1,1,0,-174.3776926951867,5035.91202440127,112.19047291355115,1,41,8.159557971839017e-07,671.9207514995029,30
softmax,1,0,-174.37293224718115,5035.614355007801,112.19047291355115,1,41,2.4863673216052275e-06,671.9735326290241,30
pac_successive_elimination,1,0,-536.7147264708465,4717.684840264517,92.88818246655615,1,30,2.128840560366924e-08,579.951181716252,30
epsilon_greedy,1,1,119.84478797287501,4333.652685476042,175.09340638544796,0,,0.0006572960535145172,931.4759565218787,30
ucb1,1,1,94.46423478520089,5974.734607784112,128.0561653727147,0,,7.877385090083122e-06,743.4497192968948,30
softmax,1,1,119.63528149600224,4345.587980413545,175.09340638544796,0,,0.0007888190757456136,930.1246403670261,30
pac_successive_elimination,1,1,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,2,119.83400377315243,4335.082747290155,175.09340638544796,0,,0.0009417963510626787,931.3108620212616,30
ucb1,1,2,94.46229478329766,5974.890950234619,128.0561653727147,0,,1.0994932503550382e-05,743.4260459281252,30
softmax,1,2,101.24131609753894,5777.904339235827,141.0119593222354,0,,2.7178449674828355e-05,799.806312017472,30
pac_successive_elimination,1,2,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,3,126.05930702014072,4502.965731123393,187.25761522138836,0,,0.00460150333925946,956.3093242030317,30
ucb1,1,3,94.46216603896856,5974.889574851286,128.0561653727147,0,,7.907520467858684e-06,743.4268742985878,30
softmax,1,3,112.90140967642185,4569.802793328086,161.2812789442872,0,,0.0005154628948070174,890.9080151243389,30
pac_successive_elimination,1,3,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,4,-992.7723109818951,3268.860819194966,70.88136440920798,1,25,3.437065318452961e-10,439.1421171329735,30
ucb1,1,4,94.46210439239626,5974.88458382935,128.0561653727147,0,,6.439943406248192e-06,743.4271146767741,30
softmax,1,4,18.144002531778764,4329.952801054003,119.05964965546029,1,47,3.126831437186188e-06,710.4540526704455,30
pac_successive_elimination,1,4,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,5,119.84064384594805,4335.067797547226,175.09340638544796,0,,0.0010036106168478248,931.3288834617144,30
ucb1,1,5,94.46207501806741,5975.2571583629215,128.0561653727147,0,,0.00012525773398056652,743.3863989653579,30
softmax,1,5,92.08364264402918,5377.252650161689,123.47829176317501,0,,1.8982333317466324e-06,726.8868093283793,30
pac_successive_elimination,1,5,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,6,94.39840774402278,4371.094308648093,128.7088253015897,0,,3.3590835943642828e-06,764.9321400372954,30
ucb1,1,6,-1075.313472303081,3338.2691089191144,67.17690048561954,1,25,1.4140229966250369e-09,412.47304024594564,30
softmax,1,6,125.15986251080258,6001.338102741634,182.21411972509665,0,,0.0037601096692886776,943.6492090624035,30
pac_successive_elimination,1,6,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,7,109.09804149037336,4644.177354766435,154.2551470565767,0,,4.281370994515354e-05,870.0171950448865,30
ucb1,1,7,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,7,96.08290037901098,5913.211016795897,128.2992818432063,0,,1.0895855887664092e-05,758.2411619955961,30
pac_successive_elimination,1,7,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,8,118.51867566881316,4391.161847390136,175.09340638544796,0,,0.0004236121848801476,923.821568481379,30
ucb1,1,8,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,8,91.38573349277205,5401.441279853593,123.0459796651768,0,,3.840512839379404e-06,720.251878658668,30
pac_successive_elimination,1,8,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,9,117.10682855044938,4436.044776950303,169.63546648819852,0,,0.0002333675779359366,915.9430400267737,30
ucb1,1,9,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,9,101.57076499429786,5093.909764335183,142.44017367237288,0,,5.0633558953454825e-05,806.8718091508509,30
pac_successive_elimination,1,9,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,10,119.37406674078714,4356.038652048092,175.09340638544796,0,,0.0007336300207516881,928.6833590742743,30
ucb1,1,10,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,10,97.6292206979261,5867.433202550382,133.29572990615512,0,,1.0733795811104027e-05,771.3593755308195,30
pac_successive_elimination,1,10,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,11,96.39649135033108,4460.677387921392,131.84002630644184,0,,3.657466789767062e-06,780.2893745237152,30
ucb1,1,11,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,11,-144.38570420692034,4894.825999116471,113.80319491076965,1,40,1.1938201482901498e-06,685.6388017519384,30
pac_successive_elimination,1,11,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,12,119.65633399541854,4343.383055379889,175.09340638544796,0,,0.0006257908427547642,930.3562569278789,30
ucb1,1,12,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,12,-1075.2096962539333,3333.825330507628,67.17690048561954,1,25,1.343707480326265e-09,413.6560116068844,30
pac_successive_elimination,1,12,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,13,119.65647316796998,4342.756810467283,175.09340638544796,0,,0.0004353784643767457,930.4172045841639,30
ucb1,1,13,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,13,128.5079665596118,5308.3909053535845,194.77099083711911,0,,0.004124763378179626,961.7413625161786,30
pac_successive_elimination,1,13,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,14,119.84478089519428,4333.85499468845,175.09340638544796,0,,0.0007183242025702441,931.4571269209839,30
ucb1,1,14,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,14,94.91024721356435,5956.883685968827,128.0561653727147,0,,7.638345221429594e-06,747.6151087134839,30
pac_successive_elimination,1,14,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,15,119.84357680664237,4335.758954431336,175.09340638544796,0,,0.0013168871708206936,931.2782009104725,30
ucb1,1,15,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,15,111.34031021951333,4634.212914668136,161.2812789442872,0,,0.00024505649102200084,880.682336679156,30
pac_successive_elimination,1,15,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,16,119.84478797287501,4333.652685476042,175.09340638544796,0,,0.0006572960535145172,931.4759565218787,30
ucb1,1,16,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,16,-195.56458358681925,4680.1056715327295,112.9713660358026,1,40,2.9671030101901266e-07,673.0370215733298,30
pac_successive_elimination,1,16,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,17,119.84493696669692,4334.158820120536,175.09340638544796,0,,0.000837899807064944,931.4301811537366,30
ucb1,1,17,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,17,94.3936346091907,4371.41468628374,128.7088253015897,0,,2.348620371526095e-06,764.8840595119838,30
pac_successive_elimination,1,17,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,18,91.24147545960038,4223.862815544495,123.77814951961608,0,,1.1353793622334733e-06,739.6538672034432,30
ucb1,1,18,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,18,108.57522172230648,4667.895044678733,154.2551470565767,0,,5.473739242437819e-05,866.2995065276507,30
pac_successive_elimination,1,18,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,19,123.91783251079511,4196.082302063591,183.87887932735873,0,,0.0017226801575419882,952.5809305564177,30
ucb1,1,19,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,19,100.25527371581904,4926.911576635977,137.45045015326508,0,,9.244152499356676e-06,806.626685395496,30
pac_successive_elimination,1,19,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,20,118.98762864203117,4368.631224511589,173.96941470597088,0,,0.0006442286881175018,927.9804446545621,30
ucb1,1,20,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,20,119.83551751984488,4334.502877156243,175.09340638544796,0,,0.0006247186245350776,931.3801506377428,30
pac_successive_elimination,1,20,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,21,119.83480278677955,4335.916506786553,175.09340638544796,0,,0.0011816958212594012,931.2381167375659,30
ucb1,1,21,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,21,116.6515020954579,4457.244722773243,169.63546648819852,0,,0.00029991987566592497,913.1169202037328,30
pac_successive_elimination,1,21,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,22,119.8449474893032,4333.295400989249,175.09340638544796,0,,0.0005534227795912706,931.5106451108903,30
ucb1,1,22,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,22,110.53475662342501,4649.119180856852,156.27448302686673,0,,9.567419893884141e-05,875.9529002646289,30
pac_successive_elimination,1,22,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,23,109.81862140294888,4290.9144526386235,158.5316818741224,0,,9.269045981473487e-05,878.3761201097221,30
ucb1,1,23,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,23,119.84478797287501,4333.652685476042,175.09340638544796,0,,0.0006572960535145172,931.4759565218787,30
pac_successive_elimination,1,23,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,24,119.84421648942072,4334.31197093446,175.09340638544796,0,,0.0008393989731843409,931.4123391436459,30
ucb1,1,24,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,24,119.84478797287501,4333.652685476042,175.09340638544796,0,,0.0006572960535145172,931.4759565218787,30
pac_successive_elimination,1,24,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,25,96.39557385230202,4460.750742016089,131.84002630644184,0,,2.7637168621154606e-06,780.2807041456219,30
ucb1,1,25,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,25,119.84478797287501,4333.652685476042,175.09340638544796,0,,0.0006572960535145172,931.4759565218787,30
pac_successive_elimination,1,25,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,26,113.0919761140319,4558.491322467495,161.2812789442872,0,,0.00012955398950333455,892.3777783106303,30
ucb1,1,26,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,26,119.38427286575464,4355.091441210146,175.09340638544796,0,,0.000584522660322397,928.801211105455,30
pac_successive_elimination,1,26,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,27,126.06195071827176,4497.681705753827,187.25761522138836,0,,0.003077870295190937,956.8046921044684,30
ucb1,1,27,94.46198107624167,5974.915117765583,128.0561653727147,0,,1.001405364406694e-05,743.4229887172512,30
softmax,1,27,119.84478797287501,4333.652685476042,175.09340638544796,0,,0.0006572960535145172,931.4759565218787,30
pac_successive_elimination,1,27,130.65138523468588,7221.063201840793,195.42318102032664,0,,0.0003093335518708259,955.887903564105,30
epsilon_greedy,1,28,119.81316955574992,4335.668316695759,175.09340638544796,0,,0.0006519330024096115,931.2771007298824,30
