algorithm,seed,episode,window_index,window_start_step,window_end_step,arm_id,arm_name,window_cumulative_reward,window_cumulative_profit,window_mean_fish_stock,window_min_fish_stock,window_collapse_flag,window_time_to_collapse,end_ships,end_fish_population
softmax,0,7,7,70,79,7,weak_capacity_control,-99.4406081626883,-39.18046241179946,71.82867596681893,69.71774923775551,1,0,0.013150599385749199,74.0549755342241
pac_successive_elimination,0,7,7,70,79,4,high_taxation,1.7753078932624247,-7.285706627595067,213.9112319868024,207.88361442430215,0,,0.014964652785259661,220.3148506356031
epsilon_greedy,0,7,8,80,89,10,moderate_marine_reserve,1.7928611879758045,-6.626812509469089,215.93856005823284,208.85131339146886,0,,0.004667968615921819,223.2288800206255
ucb1,0,7,8,80,89,7,weak_capacity_control,-99.37366293301451,-15.944921997493587,77.07383867795733,74.58162591951854,1,0,0.005508837210703079,79.64967390423702
softmax,0,7,8,80,89,7,weak_capacity_control,-99.37366293301451,-15.944921997493587,77.07383867795733,74.58162591951854,1,0,0.005508837210703079,79.64967390423702
pac_successive_elimination,0,7,8,80,89,4,high_taxation,1.907742558249175,-1.3617897196225237,229.09252175625568,221.84072939326833,0,,0.0062687512325882745,236.60503615716573
epsilon_greedy,0,7,9,90,99,10,moderate_marine_reserve,1.9370591983957808,-2.340624231192755,232.72797871523682,224.9089674712542,0,,0.0019554302017329127,240.73288283252904
ucb1,0,7,9,90,99,7,weak_capacity_control,-99.31451300257245,-6.454737461944177,83.03300818673988,80.24635914358844,1,0,0.002307673325286836,85.89181217855817
softmax,0,7,9,90,99,7,weak_capacity_control,-99.31451300257245,-6.454737461944177,83.03300818673988,80.24635914358844,1,0,0.002307673325286836,85.89181217855817
pac_successive_elimination,0,7,9,90,99,4,high_taxation,2.0544502885825997,0.25373994447348436,246.50358583657513,238.34941388412904,0,,0.0027145929954563446,254.86987137034325
epsilon_greedy,0,7,10,100,109,7,weak_capacity_control,2.0921878573511674,0.14929887804906433,251.0446270167742,242.56162500902505,0,,0.000893812579082104,259.7115007942761
ucb1,0,7,10,100,109,7,weak_capacity_control,-99.25592347181272,-2.599842803163998,89.60116451885206,86.54878388327663,1,0,0.0009666933279302226,92.72330322384406
softmax,0,7,10,100,109,7,weak_capacity_control,-99.25592347181272,-2.599842803163998,89.60116451885206,86.54878388327663,1,0,0.0009666933279302226,92.72330322384406
pac_successive_elimination,0,7,10,100,109,4,high_taxation,2.2148261741662387,0.5275671545474201,265.71583284140297,256.7919976035136,0,,0.0012909343743414737,274.83783924372165
epsilon_greedy,0,7,11,110,119,10,moderate_marine_reserve,2.257134962332894,-0.25789765132482945,270.88714319810623,261.696902864702,0,,0.0003744215644176485,280.26543304309763
ucb1,0,7,11,110,119,7,weak_capacity_control,-99.19475604112942,-1.041541357824805,96.75426002740817,93.43848090116123,1,0,0.0004049515934620661,100.14165942958724
softmax,0,7,11,110,119,7,weak_capacity_control,-99.19475604112942,-1.041541357824805,96.75426002740817,93.43848090116123,1,0,0.0004049515934620661,100.14165942958724
pac_successive_elimination,0,7,11,110,119,4,high_taxation,2.388758205485072,0.4840233778905796,286.59290185286176,276.9253775931026,0,,0.0006796465213188615,296.46081144311785
epsilon_greedy,0,8,0,0,9,10,moderate_marine_reserve,10.141336477120525,2989.221945950384,858.253743740417,717.9373143653968,0,,1.8586333167843792,717.9373143653968
ucb1,0,8,0,0,9,5,hard_capacity_control,10.490521369403732,3448.0349987194627,845.0983644821124,685.0617923614428,0,,2.0946658360156425,685.0617923614428
softmax,0,8,0,0,9,7,weak_capacity_control,10.490521369403732,3448.0349987194627,845.0983644821124,685.0617923614428,0,,2.0946658360156425,685.0617923614428
pac_successive_elimination,0,8,0,0,9,4,high_taxation,9.919364828836628,2630.4171257777757,874.6737243670624,769.2682333080999,0,,1.1885390363166835,769.2682333080999
epsilon_greedy,0,8,1,10,19,10,moderate_marine_reserve,7.127733328480125,2921.3977284834473,504.76027199960123,343.6903195122631,0,,2.0289373677395695,343.6903195122631
ucb1,0,8,1,10,19,5,hard_capacity_control,7.172915297017182,3721.5387171817497,414.165189580252,210.99693960739452,0,,2.433656061354898,210.99693960739452
softmax,0,8,1,10,19,7,weak_capacity_control,7.172915297017182,3721.5387171817497,414.165189580252,210.99693960739452,0,,2.433656061354898,210.99693960739452
pac_successive_elimination,0,8,1,10,19,4,high_taxation,8.016056187162523,2735.0675641583553,633.7186347605001,520.5969804335092,0,,1.2892753952149958,520.5969804335092
epsilon_greedy,0,8,2,20,29,10,moderate_marine_reserve,1.6215622956321631,-485.9233648339205,252.89827925593005,209.08185438340635,0,,0.8638564511867963,209.08185438340635
ucb1,0,8,2,20,29,5,hard_capacity_control,-50.58587411208708,-1652.3190888752126,127.9733972145757,92.3055313030015,1,5,1.0194679858754725,92.3055313030015
softmax,0,8,2,20,29,7,weak_capacity_control,-50.58587411208708,-1652.3190888752126,127.9733972145757,92.3055313030015,1,5,1.0194679858754725,92.3055313030015
pac_successive_elimination,0,8,2,20,29,4,high_taxation,5.142199588350904,1858.947858809066,393.9902075450205,305.5567624125514,0,,1.042468553486391,305.5567624125514
epsilon_greedy,0,8,3,30,39,4,high_taxation,1.161606204447511,-335.0510586809288,179.5988715754128,164.74949950644228,0,,0.361872825976336,164.74949950644228
ucb1,0,8,3,30,39,5,hard_capacity_control,-100.55626119379933,-1199.919120068375,77.23895115228476,69.61524112997978,1,0,0.42705910285711063,69.61524112997978
softmax,0,8,3,30,39,7,weak_capacity_control,-100.55626119379933,-1199.919120068375,77.23895115228476,69.61524112997978,1,0,0.42705910285711063,69.61524112997978
pac_successive_elimination,0,8,3,30,39,4,high_taxation,2.2708133466232523,205.67214235832427,247.81694451179135,217.37186359829838,0,,0.4859695748899937,217.37186359829838
epsilon_greedy,0,8,4,40,49,10,moderate_marine_reserve,1.0307769822750794,-318.8450578974866,161.95464482070793,161.2812789442872,0,,0.15158993372127189,161.6958923350549
ucb1,0,8,4,40,49,5,hard_capacity_control,-99.99275753515425,-544.7100541464667,66.23430227906685,64.81157573410937,1,0,0.17889671854334988,64.81157573410937
softmax,0,8,4,40,49,7,weak_capacity_control,-99.99275753515425,-544.7100541464667,66.23430227906685,64.81157573410937,1,0,0.17889671854334988,64.81157573410937
pac_successive_elimination,0,8,4,40,49,4,high_taxation,1.5766261051513193,-116.76127268202112,203.20648534000082,196.68638115261598,0,,0.20357454431504118,196.68638115261598
epsilon_greedy,0,8,5,50,59,10,moderate_marine_reserve,1.238689467299662,-132.69075217523513,164.56562633698766,162.0141477658737,0,,0.06350161260000854,167.7937191944925
ucb1,0,8,5,50,59,5,hard_capacity_control,-99.6886091012348,-230.8885876618605,65.07353837124532,64.70802322165552,1,0,0.074940530927605,65.81291244353963
softmax,0,8,5,50,59,7,weak_capacity_control,-99.6886091012348,-230.8885876618605,65.07353837124532,64.70802322165552,1,0,0.074940530927605,65.81291244353963
pac_successive_elimination,0,8,5,50,59,4,high_taxation,1.5677566308093622,-65.81708149942209,196.02884547705412,195.42318102032664,0,,0.08527816808790509,197.35778671562124
epsilon_greedy,0,8,6,60,69,10,moderate_marine_reserve,1.3911344900468297,-52.732634318296476,173.26405492381508,168.68464525483577,0,,0.026601072405084834,178.20503510156485
ucb1,0,8,6,60,69,5,hard_capacity_control,-99.53242042209965,-95.63170556904626,67.58535401632729,66.07784570581023,1,0,0.03139287976570931,69.28806030275011
softmax,0,8,6,60,69,7,weak_capacity_control,-99.53242042209965,-95.63170556904626,67.58535401632729,66.07784570581023,1,0,0.03139287976570931,69.28806030275011
pac_successive_elimination,0,8,6,60,69,4,high_taxation,1.6587213250846133,-24.67915656505823,202.0080577979606,198.0062227450955,0,,0.03572335616369926,206.67399071262756
epsilon_greedy,0,8,7,70,79,10,moderate_marine_reserve,1.5224127518011734,-20.37089747310583,185.13403791291353,179.4004546824076,0,,0.011143292652389596,191.10387280669391
ucb1,0,8,7,70,79,5,hard_capacity_control,-99.4406081626883,-39.18046241179946,71.82867596681893,69.71774923775551,1,0,0.013150599385749199,74.0549755342241
softmax,0,8,7,70,79,7,weak_capacity_control,-99.4406081626883,-39.18046241179946,71.82867596681893,69.71774923775551,1,0,0.013150599385749199,74.0549755342241
pac_successive_elimination,0,8,7,70,79,4,high_taxation,1.7753078932624247,-7.285706627595067,213.9112319868024,207.88361442430215,0,,0.014964652785259661,220.3148506356031
epsilon_greedy,0,8,8,80,89,10,moderate_marine_reserve,1.6509660398210404,-7.677420531226716,199.03721524227205,192.49747755893793,0,,0.004667968615921819,205.7642804893597
ucb1,0,8,8,80,89,5,hard_capacity_control,-99.37366293301451,-15.944921997493587,77.07383867795733,74.58162591951854,1,0,0.005508837210703079,79.64967390423702
softmax,0,8,8,80,89,7,weak_capacity_control,-99.37366293301451,-15.944921997493587,77.07383867795733,74.58162591951854,1,0,0.005508837210703079,79.64967390423702
pac_successive_elimination,0,8,8,80,89,4,high_taxation,1.907742558249175,-1.3617897196225237,229.09252175625568,221.84072939326833,0,,0.0062687512325882745,236.60503615716573
epsilon_greedy,0,8,9,90,99,10,moderate_marine_reserve,1.7849328743689776,-2.8143618875445044,214.52966835078263,207.31456754124164,0,,0.0019554302017329127,221.91647028548073
ucb1,0,8,9,90,99,5,hard_capacity_control,-99.31451300257245,-6.454737461944177,83.03300818673988,80.24635914358844,1,0,0.002307673325286836,85.89181217855817
softmax,0,8,9,90,99,7,weak_capacity_control,-99.31451300257245,-6.454737461944177,83.03300818673988,80.24635914358844,1,0,0.002307673325286836,85.89181217855817
pac_successive_elimination,0,8,9,90,99,4,high_taxation,2.0544502885825997,0.25373994447348436,246.50358583657513,238.34941388412904,0,,0.0027145929954563446,254.86987137034325
epsilon_greedy,0,8,10,100,109,10,moderate_marine_reserve,1.9278880267800658,-0.9945779585803199,231.4659125686375,223.61010671806372,0,,0.0008191373139928711,239.49303603076936
ucb1,0,8,10,100,109,5,hard_capacity_control,-99.25592347181272,-2.599842803163998,89.60116451885206,86.54878388327663,1,0,0.0009666933279302226,92.72330322384406
softmax,0,8,10,100,109,7,weak_capacity_control,-99.25592347181272,-2.599842803163998,89.60116451885206,86.54878388327663,1,0,0.0009666933279302226,92.72330322384406
pac_successive_elimination,0,8,10,100,109,4,high_taxation,2.2148261741662387,0.5275671545474201,265.71583284140297,256.7919976035136,0,,0.0012909343743414737,274.83783924372165
epsilon_greedy,0,8,11,110,119,10,moderate_marine_reserve,2.081596811235303,-0.332796933311481,249.83155298023377,241.32956545630898,0,,0.0003431398055429563,258.50802597604155
ucb1,0,8,11,110,119,5,hard_capacity_control,-99.19475604112942,-1.041541357824805,96.75426002740817,93.43848090116123,1,0,0.0004049515934620661,100.14165942958724
softmax,0,8,11,110,119,7,weak_capacity_control,-99.19475604112942,-1.041541357824805,96.75426002740817,93.43848090116123,1,0,0.0004049515934620661,100.14165942958724
pac_successive_elimination,0,8,11,110,119,4,high_taxation,2.388758205485072,0.4840233778905796,286.59290185286176,276.9253775931026,0,,0.0006796465213188615,296.46081144311785
epsilon_greedy,0,9,0,0,9,7,weak_capacity_control,10.490521369403732,3448.0349987194627,845.0983644821124,685.0617923614428,0,,2.0946658360156425,685.0617923614428
ucb1,0,9,0,0,9,7,weak_capacity_control,10.490521369403732,3448.0349987194627,845.0983644821124,685.0617923614428,0,,2.0946658360156425,685.0617923614428
softmax,0,9,0,0,9,7,weak_capacity_control,10.490521369403732,3448.0349987194627,845.0983644821124,685.0617923614428,0,,2.0946658360156425,685.0617923614428
pac_successive_elimination,0,9,0,0,9,4,high_taxation,9.919364828836628,2630.4171257777757,874.6737243670624,769.2682333080999,0,,1.1885390363166835,769.2682333080999
epsilon_greedy,0,9,1,10,19,10,moderate_marine_reserve,6.454378216979453,2634.511067824895,458.3840578985469,303.11143305553713,0,,1.9444986463839253,303.11143305553713
ucb1,0,9,1,10,19,7,weak_capacity_control,7.172915297017182,3721.5387171817497,414.165189580252,210.99693960739452,0,,2.433656061354898,210.99693960739452
softmax,0,9,1,10,19,7,weak_capacity_control,7.172915297017182,3721.5387171817497,414.165189580252,210.99693960739452,0,,2.433656061354898,210.99693960739452
pac_successive_elimination,0,9,1,10,19,4,high_taxation,8.016056187162523,2735.0675641583553,633.7186347605001,520.5969804335092,0,,1.2892753952149958,520.5969804335092
epsilon_greedy,0,9,2,20,29,10,moderate_marine_reserve,1.1157687296820378,-781.366632885581,227.65624350811427,191.0523509918091,0,,0.8145580429565545,191.0523509918091
ucb1,0,9,2,20,29,7,weak_capacity_control,-50.58587411208708,-1652.3190888752126,127.9733972145757,92.3055313030015,1,5,1.0194679858754725,92.3055313030015
softmax,0,9,2,20,29,7,weak_capacity_control,-50.58587411208708,-1652.3190888752126,127.9733972145757,92.3055313030015,1,5,1.0194679858754725,92.3055313030015
pac_successive_elimination,0,9,2,20,29,4,high_taxation,5.142199588350904,1858.947858809066,393.9902075450205,305.5567624125514,0,,1.042468553486391,305.5567624125514
epsilon_greedy,0,9,3,30,39,10,moderate_marine_reserve,0.8071361348745214,-643.9678902320604,174.13248301278983,165.89853725418567,0,,0.3412215311021659,165.89853725418567
ucb1,0,9,3,30,39,7,weak_capacity_control,-100.55626119379933,-1199.919120068375,77.23895115228476,69.61524112997978,1,0,0.42705910285711063,69.61524112997978
softmax,0,9,3,30,39,7,weak_capacity_control,-100.55626119379933,-1199.919120068375,77.23895115228476,69.61524112997978,1,0,0.42705910285711063,69.61524112997978
pac_successive_elimination,0,9,3,30,39,4,high_taxation,2.2708133466232523,205.67214235832427,247.81694451179135,217.37186359829838,0,,0.4859695748899937,217.37186359829838
epsilon_greedy,0,9,4,40,49,1,baseline_laissez_faire,1.1384158522806533,-198.2935423100631,160.405127350886,158.5316818741224,0,,0.14293902600863084,158.5316818741224
ucb1,0,9,4,40,49,7,weak_capacity_control,-99.99275753515425,-544.7100541464667,66.23430227906685,64.81157573410937,1,0,0.17889671854334988,64.81157573410937
softmax,0,9,4,40,49,7,weak_capacity_control,-99.99275753515425,-544.7100541464667,66.23430227906685,64.81157573410937,1,0,0.17889671854334988,64.81157573410937
pac_successive_elimination,0,9,4,40,49,4,high_taxation,1.5766261051513193,-116.76127268202112,203.20648534000082,196.68638115261598,0,,0.20357454431504118,196.68638115261598
epsilon_greedy,0,9,5,50,59,10,moderate_marine_reserve,1.218947875705843,-127.56553939568636,161.5816098121835,158.89718806386838,0,,0.059877713725452406,164.89653794094068
ucb1,0,9,5,50,59,7,weak_capacity_control,-99.6886091012348,-230.8885876618605,65.07353837124532,64.70802322165552,1,0,0.074940530927605,65.81291244353963
softmax,0,9,5,50,59,7,weak_capacity_control,-99.6886091012348,-230.8885876618605,65.07353837124532,64.70802322165552,1,0,0.074940530927605,65.81291244353963
pac_successive_elimination,0,9,5,50,59,4,high_taxation,1.5677566308093622,-65.81708149942209,196.02884547705412,195.42318102032664,0,,0.08527816808790509,197.35778671562124
epsilon_greedy,0,9,6,60,69,10,moderate_marine_reserve,1.3691130259863034,-50.69937265894956,170.37748783743032,165.79547057237073,0,,0.025083007077232666,175.30107355896132
ucb1,0,9,6,60,69,7,weak_capacity_control,-99.53242042209965,-95.63170556904626,67.58535401632729,66.07784570581023,1,0,0.03139287976570931,69.28806030275011
softmax,0,9,6,60,69,7,weak_capacity_control,-99.53242042209965,-95.63170556904626,67.58535401632729,66.07784570581023,1,0,0.03139287976570931,69.28806030275011
pac_successive_elimination,0,9,6,60,69,4,high_taxation,1.6587213250846133,-24.67915656505823,202.0080577979606,198.0062227450955,0,,0.03572335616369926,206.67399071262756
epsilon_greedy,0,9,7,70,79,10,moderate_marine_reserve,1.4984161362042752,-19.625882358817105,182.16504222757106,176.4875691127725,0,,0.010507369184489522,188.06891514347416
ucb1,0,9,7,70,79,7,weak_capacity_control,-99.4406081626883,-39.18046241179946,71.82867596681893,69.71774923775551,1,0,0.013150599385749199,74.0549755342241
softmax,0,9,7,70,79,7,weak_capacity_control,-99.4406081626883,-39.18046241179946,71.82867596681893,69.71774923775551,1,0,0.013150599385749199,74.0549755342241
pac_successive_elimination,0,9,7,70,79,4,high_taxation,1.7753078932624247,-7.285706627595067,213.9112319868024,207.88361442430215,0,,0.014964652785259661,220.3148506356031
epsilon_greedy,0,9,8,80,89,10,moderate_marine_reserve,1.6250658206034474,-7.423579970995561,195.89872806893314,189.44528572821238,0,,0.004401577802821425,202.53387965848574
ucb1,0,9,8,80,89,7,weak_capacity_control,-99.37366293301451,-15.944921997493587,77.07383867795733,74.58162591951854,1,0,0.005508837210703079,79.64967390423702
softmax,0,9,8,80,89,7,weak_capacity_control,-99.37366293301451,-15.944921997493587,77.07383867795733,74.58162591951854,1,0,0.005508837210703079,79.64967390423702
pac_successive_elimination,0,9,8,80,89,4,high_taxation,1.907742558249175,-1.3617897196225237,229.09252175625568,221.84072939326833,0,,0.0062687512325882745,236.60503615716573
epsilon_greedy,0,9,9,90,99,10,moderate_marine_reserve,1.7570370948544127,-2.736214104264764,211.1727970750413,204.06220841629695,0,,0.0018438380544284197,218.45124816500595
ucb1,0,9,9,90,99,7,weak_capacity_control,-99.31451300257245,-6.454737461944177,83.03300818673988,80.24635914358844,1,0,0.002307673325286836,85.89181217855817
softmax,0,9,9,90,99,7,weak_capacity_control,-99.31451300257245,-6.454737461944177,83.03300818673988,80.24635914358844,1,0,0.002307673325286836,85.89181217855817
pac_successive_elimination,0,9,9,90,99,4,high_taxation,2.0544502885825997,0.25373994447348436,246.50358583657513,238.34941388412904,0,,0.0027145929954563446,254.86987137034325
epsilon_greedy,0,9,10,100,109,10,moderate_marine_reserve,1.8978397056550949,-0.9749282520752902,227.85775606886043,220.11970876431604,0,,0.0007723909296296287,235.76398598054183
ucb1,0,9,10,100,109,7,weak_capacity_control,-99.25592347181272,-2.599842803163998,89.60116451885206,86.54878388327663,1,0,0.0009666933279302226,92.72330322384406
softmax,0,9,10,100,109,7,weak_capacity_control,-99.25592347181272,-2.599842803163998,89.60116451885206,86.54878388327663,1,0,0.0009666933279302226,92.72330322384406
pac_successive_elimination,0,9,10,100,109,4,high_taxation,2.2148261741662387,0.5275671545474201,265.71583284140297,256.7919976035136,0,,0.0012909343743414737,274.83783924372165
epsilon_greedy,0,9,11,110,119,1,baseline_laissez_faire,2.049498369686886,0.027593158179978303,245.93649318344472,237.57023262392548,0,,0.0003399059738786171,254.47603831205458
ucb1,0,9,11,110,119,7,weak_capacity_control,-99.19475604112942,-1.041541357824805,96.75426002740817,93.43848090116123,1,0,0.0004049515934620661,100.14165942958724
softmax,0,9,11,110,119,7,weak_capacity_control,-99.19475604112942,-1.041541357824805,96.75426002740817,93.43848090116123,1,0,0.0004049515934620661,100.14165942958724
pac_successive_elimination,0,9,11,110,119,4,high_taxation,2.388758205485072,0.4840233778905796,286.59290185286176,276.9253775931026,0,,0.0006796465213188615,296.46081144311785
epsilon_greedy,1,0,0,0,9,3,moderate_taxation,10.118290610614807,2917.3699619718477,864.1104778371554,739.8811269985001,0,,1.4853708961653926,739.8811269985001
ucb1,1,0,0,0,9,3,moderate_taxation,10.118290610614807,2917.3699619718477,864.1104778371554,739.8811269985001,0,,1.4853708961653926,739.8811269985001
softmax,1,0,0,0,9,3,moderate_taxation,10.118290610614807,2917.3699619718477,864.1104778371554,739.8811269985001,0,,1.4853708961653926,739.8811269985001
pac_successive_elimination,1,0,0,0,9,1,baseline_laissez_faire,10.490521369403732,3448.0349987194627,845.0983644821124,685.0617923614428,0,,2.0946658360156425,685.0617923614428
epsilon_greedy,1,0,1,10,19,10,moderate_marine_reserve,7.571525697173755,2877.136216699609,563.3267376568974,414.6558837755958,0,,1.9191565756293816,414.6558837755958
ucb1,1,0,1,10,19,10,moderate_marine_reserve,7.571525697173755,2877.136216699609,563.3267376568974,414.6558837755958,0,,1.9191565756293816,414.6558837755958
softmax,1,0,1,10,19,10,moderate_marine_reserve,7.571525697173755,2877.136216699609,563.3267376568974,414.6558837755958,0,,1.9191565756293816,414.6558837755958
pac_successive_elimination,1,0,1,10,19,3,moderate_taxation,7.306302087564786,3684.756760534129,434.58543924367876,251.25320581226075,0,,2.090642867383461,251.25320581226075
epsilon_greedy,1,0,2,20,29,1,baseline_laissez_faire,3.023477199435302,874.529738819089,257.87369527394566,175.36357700207208,0,,1.1757182010732006,175.36357700207208
ucb1,1,0,2,20,29,1,baseline_laissez_faire,3.023477199435302,874.529738819089,257.87369527394566,175.36357700207208,0,,1.1757182010732006,175.36357700207208
softmax,1,0,2,20,29,1,baseline_laissez_faire,3.023477199435302,874.529738819089,257.87369527394566,175.36357700207208,0,,1.1757182010732006,175.36357700207208
pac_successive_elimination,1,0,2,20,29,4,high_taxation,0.5183692522472306,-842.2073758300155,163.26919536926954,123.70648739551876,0,,0.8815022449630269,123.70648739551876
epsilon_greedy,1,0,3,30,39,7,weak_capacity_control,0.38495814892463837,-788.3654829551854,140.79883582557886,123.59733742036528,0,,0.4925129254862432,123.59733742036528
ucb1,1,0,3,30,39,7,weak_capacity_control,0.38495814892463837,-788.3654829551854,140.79883582557886,123.59733742036528,0,,0.4925129254862432,123.59733742036528
softmax,1,0,3,30,39,7,weak_capacity_control,0.38495814892463837,-788.3654829551854,140.79883582557886,123.59733742036528,0,,0.4925129254862432,123.59733742036528
pac_successive_elimination,1,0,3,30,39,5,hard_capacity_control,-99.96205765785585,-849.0843091641246,106.4431981569922,97.78007494828263,1,0,0.36926471759400875,97.78007494828263
epsilon_greedy,1,0,4,40,49,4,high_taxation,-89.48452535078525,-449.2236748939865,115.76379889304857,112.19047291355115,1,1,0.20631557931960204,112.19047291355115
ucb1,1,0,4,40,49,4,high_taxation,-89.48452535078525,-449.2236748939865,115.76379889304857,112.19047291355115,1,1,0.20631557931960204,112.19047291355115
softmax,1,0,4,40,49,4,high_taxation,-89.48452535078525,-449.2236748939865,115.76379889304857,112.19047291355115,1,1,0.20631557931960204,112.19047291355115
pac_successive_elimination,1,0,4,40,49,7,weak_capacity_control,-99.61394547597318,-398.9317990853771,94.19835877346286,92.88818246655615,1,0,0.15468642585873654,92.88818246655615
epsilon_greedy,1,0,5,50,59,11,strong_marine_reserve,-99.31195811021047,-261.83846819802045,113.98564295850642,112.36591487062263,1,0,0.08642639830814342,116.10559134409752
ucb1,1,0,5,50,59,11,strong_marine_reserve,-99.31195811021047,-261.83846819802045,113.98564295850642,112.36591487062263,1,0,0.08642639830814342,116.10559134409752
softmax,1,0,5,50,59,11,strong_marine_reserve,-99.31195811021047,-261.83846819802045,113.98564295850642,112.36591487062263,1,0,0.08642639830814342,116.10559134409752
pac_successive_elimination,1,0,5,50,59,10,moderate_marine_reserve,-99.40584140437026,-193.65773782414095,94.5379600144631,93.07029491480951,1,0,0.06479874519519657,96.3975378597746
epsilon_greedy,1,0,6,60,69,5,hard_capacity_control,-69.08791512997817,-78.71262763174002,118.89569971842761,116.49830088093056,1,0,0.03620435426714369,121.67994075295987
ucb1,1,0,6,60,69,5,hard_capacity_control,-69.08791512997817,-78.71262763174002,118.89569971842761,116.49830088093056,1,0,0.03620435426714369,121.67994075295987
softmax,1,0,6,60,69,5,hard_capacity_control,-69.08791512997817,-78.71262763174002,118.89569971842761,116.49830088093056,1,0,0.03620435426714369,121.67994075295987
pac_successive_elimination,1,0,6,60,69,11,strong_marine_reserve,-99.25484401671116,-86.20851346646992,99.76373961063827,96.95817360140698,1,0,0.027144446292310928,102.75087723270701
epsilon_greedy,1,0,7,70,79,3,moderate_taxation,1.0186686257652973,-31.160674582731637,125.97951604176347,122.3994683037073,0,,0.015166144760857644,129.78016061876033
ucb1,1,0,7,70,79,3,moderate_taxation,1.0186686257652973,-31.160674582731637,125.97951604176347,122.3994683037073,0,,0.015166144760857644,129.78016061876033
softmax,1,0,7,70,79,3,moderate_taxation,1.0186686257652973,-31.160674582731637,125.97951604176347,122.3994683037073,0,,0.015166144760857644,129.78016061876033
pac_successive_elimination,1,0,7,70,79,1,baseline_laissez_faire,-99.13890797657619,-27.292670317211684,106.60616324892311,103.40818054805,1,0,0.01137091408632357,109.9617837825349
epsilon_greedy,1,0,8,80,89,10,moderate_marine_reserve,1.1100258907537803,-15.848271289066352,135.10489944514163,130.71161807435206,0,,0.006353157004543817,139.6369423858875
ucb1,1,0,8,80,89,10,moderate_marine_reserve,1.1100258907537803,-15.848271289066352,135.10489944514163,130.71161807435206,0,,0.006353157004543817,139.6369423858875
softmax,1,0,8,80,89,10,moderate_marine_reserve,1.1100258907537803,-15.848271289066352,135.10489944514163,130.71161807435206,0,,0.006353157004543817,139.6369423858875
pac_successive_elimination,1,0,8,80,89,3,moderate_taxation,-99.05680515120808,-10.775922054862603,114.47649250161435,110.75147613375808,1,0,0.004763320119562626,118.31958340245376
epsilon_greedy,1,0,9,90,99,3,moderate_taxation,1.2080810376343407,-4.55597101908369,145.51644103841093,140.672622121828,0,,0.002661362169544639,150.48964475028416
ucb1,1,0,9,90,99,3,moderate_taxation,1.2080810376343407,-4.55597101908369,145.51644103841093,140.672622121828,0,,0.002661362169544639,150.48964475028416
softmax,1,0,9,90,99,3,moderate_taxation,1.2080810376343407,-4.55597101908369,145.51644103841093,140.672622121828,0,,0.002661362169544639,150.48964475028416
pac_successive_elimination,1,0,9,90,99,4,high_taxation,-8.976263807111083,-4.201346870471051,123.35250477112646,119.20811426730057,1,0,0.0019953733173236885,127.60108023224724
epsilon_greedy,1,0,10,100,109,10,moderate_marine_reserve,1.305664122081629,-2.4589386192471707,156.97476728410513,151.63887166709216,0,,0.0011148549598912244,162.43034626158175
ucb1,1,0,10,100,109,10,moderate_marine_reserve,1.305664122081629,-2.4589386192471707,156.97476728410513,151.63887166709216,0,,0.0011148549598912244,162.43034626158175
softmax,1,0,10,100,109,10,moderate_marine_reserve,1.305664122081629,-2.4589386192471707,156.97476728410513,151.63887166709216,0,,0.0011148549598912244,162.43034626158175
pac_successive_elimination,1,0,10,100,109,5,hard_capacity_control,1.1076059397244058,-1.615582605952471,133.106582679643,128.57663358915298,0,,0.0008358696404080706,137.73843866308047
epsilon_greedy,1,0,11,110,119,3,moderate_taxation,1.411541190873863,-0.6014618083781208,169.45711832186893,163.67697707152794,0,,0.00046701707712585585,175.36214422311363
ucb1,1,0,11,110,119,3,moderate_taxation,1.411541190873863,-0.6014618083781208,169.45711832186893,163.67697707152794,0,,0.00046701707712585585,175.36214422311363
softmax,1,0,11,110,119,10,moderate_marine_reserve,1.4112823547150575,-0.9524731573767051,169.46817934469212,163.6794217362697,0,,0.00046701707712585585,175.38040203142498
pac_successive_elimination,1,0,11,110,119,7,weak_capacity_control,1.1970105939050113,-0.6109207654750932,143.71458176045834,138.79901078907986,0,,0.0003501490421316374,148.73530135201835
epsilon_greedy,1,1,0,0,9,3,moderate_taxation,10.118290610614807,2917.3699619718477,864.1104778371554,739.8811269985001,0,,1.4853708961653926,739.8811269985001
ucb1,1,1,0,0,9,1,baseline_laissez_faire,10.490521369403732,3448.0349987194627,845.0983644821124,685.0617923614428,0,,2.0946658360156425,685.0617923614428
softmax,1,1,0,0,9,3,moderate_taxation,10.118290610614807,2917.3699619718477,864.1104778371554,739.8811269985001,0,,1.4853708961653926,739.8811269985001
pac_successive_elimination,1,1,0,0,9,10,moderate_marine_reserve,10.141336477120525,2989.221945950384,858.253743740417,717.9373143653968,0,,1.8586333167843792,717.9373143653968
epsilon_greedy,1,1,1,10,19,3,moderate_taxation,8.091235544999945,3463.7698951987013,555.2958779761493,396.1874607197347,0,,1.852135913276932,396.1874607197347
ucb1,1,1,1,10,19,1,baseline_laissez_faire,7.172915297017182,3721.5387171817497,414.165189580252,210.99693960739452,0,,2.433656061354898,210.99693960739452
softmax,1,1,1,10,19,3,moderate_taxation,8.091235544999945,3463.7698951987013,555.2958779761493,396.1874607197347,0,,1.852135913276932,396.1874607197347
